user_id,session_id,timestamp,gender,age_group,body_type,skin_tone,height,style_preference,budget_level,preferred_brand,clothing_type,fabric,primary_color,pattern,occasion,mood,season,weather,price_usd,satisfaction_score,trend_score,comfort_score,sustainability_score,quality_score,fit_score,views,likes,shares,saves,tryon_count,purchased,embedding_1,embedding_2,embedding_3,month,total_score,recommendation_priority,outfit_description
INZ_006830,103e46f6f4d1,2023-12-22,Non-binary,25-34,Inverted Triangle,Fair,"5'9""-5'11""",Streetwear,Luxury,H&M,Pants,Leather,Orange,Floral,Business,Artistic,Fall,Rainy,299.81,0.683,0.607,0.833,0.429,0.75,0.609,92,11,10,10,10,0,3.7068,0.5063,0.1001,12,0.711,High,Streetwear Pants in Orange - Perfect for Business
INZ_006831,550abf5b0bb2,2023-12-02,Male,35-44,Pear,Dark,"5'0""-5'2""",Romantic,Mid-range,Gucci,Top,Cotton,Blue,Plaid,Party,Energetic,Fall,Sunny,312.86,0.82,0.481,0.977,0.41,0.832,0.572,94,16,5,9,9,0,-0.9738,-0.4502,0.3055,12,0.77,High,Romantic Top in Blue - Perfect for Party
INZ_006832,32f163c94c98,2023-08-14,Non-binary,18-24,Rectangle,Olive,"5'3""-5'5""",Romantic,Premium,Balmain,T-shirt,Cotton,Beige,Plaid,Gala,Bold,Spring,Windy,41.77,0.636,0.534,0.544,0.06,0.762,0.769,93,24,6,12,9,0,-0.4516,1.667,-0.5644,8,0.624,High,Romantic T-shirt in Beige - Perfect for Gala
INZ_006833,622babbddc87,2023-02-16,Gender-fluid,18-24,Apple,Fair,"5'3""-5'5""",Classic,Luxury,Balmain,Jeans,Velvet,Pink,Striped,Formal,Sophisticated,Fall,Windy,290.1,0.71,0.294,0.888,0.683,0.629,0.536,96,16,12,11,6,0,-0.7852,-0.5243,-0.1945,2,0.621,High,Classic Jeans in Pink - Perfect for Formal
INZ_006834,7e945e870d9f,2023-07-02,Gender-fluid,55+,Inverted Triangle,Olive,"5'9""-5'11""",Classic,Premium,Versace,T-shirt,Denim,Yellow,Polka Dot,Brunch,Playful,Winter,Windy,438.39,0.442,0.621,0.53,0.56,0.669,0.998,112,16,4,12,8,0,0.1588,0.7034,-0.2593,7,0.561,Medium,Classic T-shirt in Yellow - Perfect for Brunch
INZ_006835,a99c55535c0e,2023-04-02,Female,35-44,Hourglass,Olive,"5'6""-5'8""",Athleisure,Luxury,Gucci,Top,Denim,Pink,Solid,Formal,Romantic,Winter,Rainy,95.19,0.642,0.906,0.837,0.248,0.787,0.573,109,24,2,11,6,0,-0.5955,1.2222,-0.2715,4,0.783,High,Athleisure Top in Pink - Perfect for Formal
INZ_006836,337572eb9750,2023-05-01,Non-binary,25-34,Inverted Triangle,Tan,"5'0""-5'2""",Edgy,Budget,H&M,Coat,Cotton,Pink,Striped,Gym,Sophisticated,Summer,Rainy,178.57,0.443,0.153,0.763,0.911,0.571,0.866,103,22,4,10,6,0,0.7143,0.8189,0.3801,5,0.466,Medium,Edgy Coat in Pink - Perfect for Gym
INZ_006837,080410a234ba,2023-10-06,Male,35-44,Athletic,Fair,"6'0""-6'2""",Athleisure,Premium,H&M,Jacket,Polyester,White,Animal Print,Date Night,Bold,Fall,Cloudy,311.43,0.973,0.021,0.726,0.021,0.482,0.927,92,16,4,9,8,0,1.3772,-0.537,1.0084,10,0.563,Medium,Athleisure Jacket in White - Perfect for Date Night
INZ_006838,95d40605c2ba,2023-07-25,Male,18-24,Pear,Dark,"5'6""-5'8""",Athleisure,Premium,Adidas,T-shirt,Velvet,Black,Animal Print,Brunch,Playful,Winter,Cloudy,319.95,0.608,0.852,0.508,0.13,0.912,0.862,86,23,7,5,3,0,-0.7025,-0.9229,1.6841,7,0.725,High,Athleisure T-shirt in Black - Perfect for Brunch
INZ_006839,ace11d8dd837,2023-08-18,Non-binary,25-34,Hourglass,Olive,"5'3""-5'5""",Athleisure,Mid-range,H&M,Pants,Velvet,Brown,Animal Print,Formal,Artistic,Winter,Snowy,55.51,0.597,0.798,0.455,0.367,0.996,0.645,112,18,4,7,8,0,-1.1213,1.6064,-2.655,8,0.719,High,Athleisure Pants in Brown - Perfect for Formal
INZ_006840,d79a31fb974c,2023-07-19,Male,35-44,Pear,Dark,"5'0""-5'2""",Bohemian,Budget,Prada,Jacket,Polyester,Yellow,Polka Dot,Gym,Sophisticated,Summer,Windy,224.56,0.978,0.245,0.731,0.435,0.953,0.523,95,14,5,7,9,1,0.3098,0.2141,0.4032,7,0.739,High,Bohemian Jacket in Yellow - Perfect for Gym
INZ_006841,e67fdc285a3d,2023-09-02,Gender-fluid,18-24,Pear,Medium,"5'6""-5'8""",Classic,Luxury,Uniqlo,Pants,Wool,Pink,Solid,Gala,Happy,Summer,Cloudy,38.13,0.963,0.827,0.516,0.545,0.481,0.597,100,19,6,7,5,0,1.5092,0.5958,1.284,9,0.719,High,Classic Pants in Pink - Perfect for Gala
INZ_006842,19b61ad73a93,2023-04-11,Male,25-34,Apple,Fair,"6'0""-6'2""",Streetwear,Luxury,Mango,T-shirt,Linen,White,Animal Print,Brunch,Energetic,Summer,Cloudy,465.59,0.815,0.679,0.85,0.328,0.426,0.938,93,15,5,8,10,0,-0.2337,0.1023,0.3653,4,0.691,High,Streetwear T-shirt in White - Perfect for Brunch
INZ_006843,ba7d053d165d,2023-10-04,Female,25-34,Rectangle,Fair,"5'6""-5'8""",Minimalist,Budget,Gucci,Top,Denim,White,Animal Print,Gala,Happy,Spring,Windy,344.95,0.821,0.798,0.929,0.931,0.79,0.97,89,25,2,10,8,0,0.4869,-0.9846,1.1552,10,0.829,Top Priority,Minimalist Top in White - Perfect for Gala
INZ_006844,321f6044044f,2023-12-03,Gender-fluid,18-24,Apple,Fair,"6'0""-6'2""",Athleisure,Mid-range,Zara,Jacket,Silk,Orange,Floral,Date Night,Artistic,Spring,Sunny,67.91,0.926,0.913,0.599,0.468,0.655,0.964,107,19,6,10,6,0,1.7744,0.1149,-0.0845,12,0.79,High,Athleisure Jacket in Orange - Perfect for Date Night
INZ_006845,2db33a3d8def,2023-04-06,Gender-fluid,25-34,Apple,Tan,"5'3""-5'5""",Minimalist,Premium,H&M,Jeans,Denim,Beige,Plaid,Casual,Bold,Spring,Rainy,333.34,0.976,0.377,0.721,0.702,0.774,0.54,115,10,2,8,13,0,1.0018,-0.4808,-0.0367,4,0.725,High,Minimalist Jeans in Beige - Perfect for Casual
INZ_006846,44a6ce4cdf46,2023-01-14,Gender-fluid,18-24,Athletic,Fair,"5'0""-5'2""",Minimalist,Premium,Mango,Jeans,Silk,Gray,Plaid,Party,Artistic,Summer,Sunny,67.38,0.918,0.804,0.459,0.335,0.427,0.986,111,15,8,9,7,0,0.2333,-1.0865,-1.8701,1,0.675,High,Minimalist Jeans in Gray - Perfect for Party
INZ_006847,6428e4d4dc29,2023-11-12,Non-binary,45-54,Apple,Tan,"5'3""-5'5""",Edgy,Mid-range,Mango,Skirt,Leather,Green,Plaid,Wedding,Happy,Winter,Sunny,47.03,0.317,0.713,0.741,0.803,0.887,0.862,115,19,3,13,7,0,0.2665,-0.5874,0.4765,11,0.643,High,Edgy Skirt in Green - Perfect for Wedding
INZ_006848,ff18687d0021,2023-08-20,Non-binary,45-54,Hourglass,Medium,"5'0""-5'2""",Athleisure,Luxury,Balmain,Jeans,Leather,Pink,Animal Print,Formal,Relaxed,Summer,Snowy,123.33,0.773,0.58,0.53,0.69,0.444,0.765,111,18,6,8,10,1,-0.8112,-0.1654,-0.7354,8,0.594,Medium,Athleisure Jeans in Pink - Perfect for Formal
INZ_006849,bb4e57c2174e,2023-05-21,Gender-fluid,25-34,Rectangle,Light,"5'6""-5'8""",Classic,Mid-range,Uniqlo,Blouse,Wool,Black,Plaid,Formal,Relaxed,Summer,Windy,487.0,0.97,0.939,0.65,0.839,0.671,0.962,99,17,3,7,11,0,0.1896,-0.1392,-0.3477,5,0.823,Top Priority,Classic Blouse in Black - Perfect for Formal
INZ_006850,93cb002a35a6,2023-07-14,Non-binary,25-34,Rectangle,Tan,"5'3""-5'5""",Bohemian,Premium,Uniqlo,Blouse,Linen,Blue,Floral,Vacation,Playful,Winter,Sunny,297.98,0.458,0.663,0.856,0.2,0.786,0.938,102,17,5,16,3,0,0.2375,-1.1054,-1.3902,7,0.671,High,Bohemian Blouse in Blue - Perfect for Vacation
INZ_006851,d2361139e6b1,2023-02-09,Male,18-24,Hourglass,Olive,"5'0""-5'2""",Bohemian,Budget,Prada,Shorts,Polyester,White,Striped,Formal,Energetic,Summer,Sunny,176.2,0.684,0.587,0.662,0.943,0.718,0.802,99,20,4,12,8,0,1.5637,1.2268,1.2613,2,0.664,High,Bohemian Shorts in White - Perfect for Formal
INZ_006852,27ee861dfe6d,2023-11-11,Non-binary,25-34,Apple,Fair,"6'0""-6'2""",Athleisure,Luxury,Versace,Blouse,Cotton,Gray,Plaid,Brunch,Artistic,Summer,Sunny,51.52,0.998,0.582,0.508,0.917,0.579,0.939,82,14,3,6,4,0,-1.7731,0.3228,0.9597,11,0.691,High,Athleisure Blouse in Gray - Perfect for Brunch
INZ_006853,43fe9350d403,2023-02-02,Non-binary,55+,Apple,Light,"5'0""-5'2""",Athleisure,Mid-range,Zara,Sweater,Polyester,Navy,Polka Dot,Business,Sophisticated,Summer,Sunny,27.49,0.691,0.602,0.754,0.44,0.488,0.997,114,19,5,15,8,0,-0.2073,-0.8072,0.9217,2,0.631,High,Athleisure Sweater in Navy - Perfect for Business
INZ_006854,05938a9dd5db,2023-11-18,Gender-fluid,45-54,Pear,Tan,"5'3""-5'5""",Edgy,Premium,Adidas,Sweater,Denim,Green,Geometric,Party,Romantic,Summer,Snowy,449.21,0.528,0.897,0.788,0.116,0.842,0.556,103,9,11,9,4,0,1.1801,-1.2614,-1.5644,11,0.751,High,Edgy Sweater in Green - Perfect for Party
INZ_006855,a59b99129773,2023-12-06,Female,25-34,Pear,Dark,"5'3""-5'5""",Streetwear,Luxury,Versace,Sweater,Polyester,Black,Polka Dot,Gala,Bold,Spring,Snowy,250.59,0.827,0.285,0.859,0.447,0.612,0.636,110,21,5,9,7,0,0.2143,0.8153,1.0074,12,0.644,High,Streetwear Sweater in Black - Perfect for Gala
INZ_006856,82abfe22a126,2023-08-25,Female,25-34,Athletic,Dark,"5'6""-5'8""",Romantic,Mid-range,H&M,Pants,Denim,Brown,Animal Print,Formal,Relaxed,Winter,Windy,63.79,0.992,0.707,0.771,0.415,0.75,0.865,91,14,2,10,9,0,0.3165,-1.1708,0.3218,8,0.816,Top Priority,Romantic Pants in Brown - Perfect for Formal
INZ_006857,e0e944e98031,2023-09-11,Female,35-44,Inverted Triangle,Olive,"6'0""-6'2""",Athleisure,Budget,Versace,Shorts,Wool,Pink,Solid,Gala,Energetic,Fall,Sunny,281.69,0.355,0.206,0.991,0.835,0.756,0.776,97,20,3,8,11,0,-0.3704,-0.555,0.4764,9,0.545,Medium,Athleisure Shorts in Pink - Perfect for Gala
INZ_006858,543362bd21ef,2023-11-09,Male,25-34,Pear,Light,"5'0""-5'2""",Classic,Luxury,Prada,Pants,Polyester,White,Solid,Formal,Artistic,Summer,Cloudy,51.31,0.388,0.267,0.311,0.005,0.928,0.954,109,10,5,10,7,0,0.8144,0.7996,1.4356,11,0.477,Medium,Classic Pants in White - Perfect for Formal
INZ_006859,8e5b55f5d8f8,2023-09-30,Non-binary,55+,Rectangle,Medium,"5'3""-5'5""",Classic,Budget,H&M,Pants,Silk,Red,Plaid,Vacation,Confident,Spring,Sunny,214.54,0.709,0.655,0.752,0.067,0.45,0.858,101,18,9,12,10,0,-1.5497,-0.8809,-1.5688,9,0.639,High,Classic Pants in Red - Perfect for Vacation
INZ_006860,f359a7433748,2023-09-10,Female,45-54,Hourglass,Tan,"5'0""-5'2""",Streetwear,Premium,Prada,Jeans,Velvet,Green,Polka Dot,Interview,Confident,Spring,Windy,457.17,0.833,0.517,0.363,0.638,0.557,0.502,110,25,5,10,11,1,0.3139,1.372,-0.4104,9,0.591,Medium,Streetwear Jeans in Green - Perfect for Interview
INZ_006861,b16b7bf7bdda,2023-07-16,Gender-fluid,35-44,Apple,Dark,"5'9""-5'11""",Streetwear,Luxury,Versace,Shorts,Velvet,Orange,Solid,Business,Confident,Winter,Cloudy,464.59,0.835,0.905,0.916,0.022,0.442,0.874,76,21,7,7,9,0,-0.1994,-0.7745,-0.6297,7,0.77,High,Streetwear Shorts in Orange - Perfect for Business
INZ_006862,0c24098ff0dc,2023-10-05,Female,18-24,Inverted Triangle,Dark,"6'0""-6'2""",Classic,Budget,Prada,Jacket,Velvet,Brown,Solid,Casual,Sophisticated,Winter,Windy,477.16,0.665,0.661,0.346,0.689,0.912,0.957,101,16,3,15,10,0,-0.6329,-0.9159,3.0263,10,0.662,High,Classic Jacket in Brown - Perfect for Casual
INZ_006863,e7395867310d,2023-03-18,Female,18-24,Pear,Tan,"6'0""-6'2""",Classic,Mid-range,Versace,Top,Polyester,Navy,Floral,Vacation,Happy,Summer,Windy,88.51,0.977,0.405,0.999,0.366,0.705,0.545,113,10,6,11,7,0,0.4325,1.703,-1.2921,3,0.77,High,Classic Top in Navy - Perfect for Vacation
INZ_006864,31c55ea8ba94,2023-11-16,Non-binary,45-54,Inverted Triangle,Dark,"5'9""-5'11""",Minimalist,Budget,Balmain,Jeans,Silk,Navy,Polka Dot,Gala,Relaxed,Spring,Sunny,108.01,0.757,0.135,0.855,0.982,0.951,0.978,95,19,5,10,9,0,0.3621,1.4725,0.6545,11,0.67,High,Minimalist Jeans in Navy - Perfect for Gala
INZ_006865,1d3853390b1e,2023-10-22,Non-binary,18-24,Hourglass,Medium,"6'0""-6'2""",Athleisure,Premium,Nike,Jacket,Leather,Blue,Solid,Gala,Artistic,Summer,Rainy,428.47,0.634,0.083,0.994,0.443,0.516,0.81,99,18,5,7,6,0,-1.3501,-0.4367,-1.4425,10,0.539,Medium,Athleisure Jacket in Blue - Perfect for Gala
INZ_006866,cc77d5c5cedf,2023-08-12,Non-binary,55+,Hourglass,Dark,"5'9""-5'11""",Athleisure,Mid-range,Versace,Dress,Leather,Purple,Floral,Date Night,Happy,Winter,Rainy,69.21,0.697,0.497,0.893,0.761,0.808,0.71,93,16,1,10,5,0,0.9943,-1.4952,-0.7554,8,0.714,High,Athleisure Dress in Purple - Perfect for Date Night
INZ_006867,800cc252cf8b,2023-09-16,Male,25-34,Inverted Triangle,Tan,"5'0""-5'2""",Athleisure,Budget,H&M,Sweater,Denim,Gray,Animal Print,Interview,Confident,Fall,Sunny,25.95,0.866,0.576,0.467,0.619,0.503,0.67,95,19,3,10,10,0,-0.1374,-0.6156,0.013,9,0.623,High,Athleisure Sweater in Gray - Perfect for Interview
INZ_006868,cea330df7c6d,2023-09-12,Male,45-54,Inverted Triangle,Fair,"5'9""-5'11""",Bohemian,Luxury,Gucci,Coat,Wool,Purple,Solid,Casual,Romantic,Spring,Snowy,355.55,0.931,0.483,0.429,0.485,0.844,0.653,99,23,5,10,8,0,0.5594,1.0648,-1.5466,9,0.697,High,Bohemian Coat in Purple - Perfect for Casual
INZ_006869,3f27447e059f,2023-03-20,Female,35-44,Athletic,Dark,"5'6""-5'8""",Minimalist,Budget,Prada,Dress,Cotton,Brown,Polka Dot,Party,Bold,Spring,Cloudy,232.93,0.881,0.433,0.464,0.48,0.727,0.798,103,17,6,7,5,0,-1.1014,-1.1364,0.2902,3,0.647,High,Minimalist Dress in Brown - Perfect for Party
INZ_006870,179633051e1d,2023-03-08,Non-binary,25-34,Inverted Triangle,Tan,"5'9""-5'11""",Minimalist,Luxury,Mango,Coat,Polyester,Blue,Animal Print,Party,Relaxed,Fall,Snowy,405.72,0.714,0.545,0.465,0.95,0.667,0.964,105,17,8,12,13,0,0.0406,-0.3667,-0.9046,3,0.61,High,Minimalist Coat in Blue - Perfect for Party
INZ_006871,f8c54f2fd98b,2023-06-13,Female,18-24,Apple,Fair,"5'0""-5'2""",Bohemian,Luxury,Nike,Skirt,Velvet,Gray,Animal Print,Formal,Sophisticated,Fall,Cloudy,94.44,0.349,0.413,0.662,0.983,0.6,0.852,106,19,3,9,5,1,-0.7864,-2.6739,0.4764,6,0.49,Medium,Bohemian Skirt in Gray - Perfect for Formal
INZ_006872,6cdb2bb4da6a,2023-09-22,Gender-fluid,18-24,Rectangle,Dark,"6'0""-6'2""",Edgy,Budget,Nike,Sweater,Cotton,Blue,Polka Dot,Business,Playful,Fall,Sunny,229.75,0.81,0.063,0.677,0.903,0.469,0.58,99,28,6,5,13,0,0.0209,-0.6804,-1.2008,9,0.511,Medium,Edgy Sweater in Blue - Perfect for Business
INZ_006873,d31570371461,2023-10-23,Gender-fluid,35-44,Pear,Dark,"5'6""-5'8""",Romantic,Premium,Zara,Sweater,Silk,White,Floral,Interview,Confident,Winter,Rainy,412.06,0.832,0.145,0.895,0.378,0.865,0.78,109,23,7,4,6,0,0.4989,0.9855,0.2582,10,0.681,High,Romantic Sweater in White - Perfect for Interview
INZ_006874,c57c2f478cb5,2023-04-11,Non-binary,55+,Pear,Tan,"5'9""-5'11""",Edgy,Luxury,Zara,Top,Cotton,Purple,Solid,Brunch,Energetic,Winter,Rainy,144.16,0.362,0.117,0.503,0.112,0.565,0.615,94,22,5,16,6,1,-1.7744,-0.0619,0.5925,4,0.38,Medium,Edgy Top in Purple - Perfect for Brunch
INZ_006875,ccc167ab5901,2023-09-10,Non-binary,35-44,Pear,Olive,"5'0""-5'2""",Edgy,Premium,Zara,T-shirt,Polyester,Black,Polka Dot,Gym,Playful,Spring,Windy,246.17,0.52,0.346,0.469,0.282,0.926,0.798,94,29,6,11,6,0,-0.28,-1.7969,2.5011,9,0.568,Medium,Edgy T-shirt in Black - Perfect for Gym
INZ_006876,aa60fb7fa7fe,2023-01-20,Gender-fluid,45-54,Inverted Triangle,Olive,"5'6""-5'8""",Edgy,Luxury,Nike,Jeans,Denim,Beige,Animal Print,Interview,Artistic,Winter,Rainy,318.65,0.359,0.072,0.522,0.444,0.647,0.543,107,15,5,11,12,0,-2.5079,-2.6753,-0.5713,1,0.392,Medium,Edgy Jeans in Beige - Perfect for Interview
INZ_006877,4edf8c9c4a0d,2023-11-26,Non-binary,35-44,Inverted Triangle,Light,"5'6""-5'8""",Streetwear,Luxury,H&M,Top,Cotton,Beige,Geometric,Formal,Energetic,Fall,Cloudy,365.62,0.585,0.308,0.337,0.549,0.44,0.649,112,13,7,5,5,0,0.9975,0.3491,1.706,11,0.43,Medium,Streetwear Top in Beige - Perfect for Formal
INZ_006878,2e676dececa1,2023-09-30,Male,18-24,Athletic,Olive,"5'6""-5'8""",Minimalist,Budget,Gucci,Jeans,Cotton,Green,Striped,Casual,Playful,Winter,Rainy,270.74,0.678,0.09,0.35,0.358,0.443,0.599,103,18,5,14,9,1,0.8791,1.2763,-1.2364,9,0.407,Medium,Minimalist Jeans in Green - Perfect for Casual
INZ_006879,17d973e18ea9,2023-06-12,Male,55+,Inverted Triangle,Medium,"5'9""-5'11""",Streetwear,Luxury,Versace,Pants,Cotton,Purple,Floral,Business,Artistic,Summer,Rainy,366.99,0.419,0.531,0.515,0.772,0.904,0.673,93,12,1,12,8,0,-0.6155,0.9863,0.3817,6,0.587,Medium,Streetwear Pants in Purple - Perfect for Business
INZ_006880,b81ffb9d8c65,2023-12-15,Non-binary,55+,Athletic,Light,"5'0""-5'2""",Athleisure,Mid-range,Mango,T-shirt,Velvet,Yellow,Geometric,Date Night,Confident,Summer,Rainy,381.41,0.721,0.92,0.822,0.463,0.688,0.968,119,18,4,10,11,1,0.1426,0.8191,0.4626,12,0.783,High,Athleisure T-shirt in Yellow - Perfect for Date Night
INZ_006881,50108d28c7b8,2023-09-26,Gender-fluid,35-44,Athletic,Olive,"5'0""-5'2""",Streetwear,Budget,Versace,Top,Wool,Brown,Polka Dot,Date Night,Artistic,Spring,Snowy,420.01,0.837,0.665,0.7,0.851,0.639,0.811,85,12,4,13,7,0,0.0785,-0.1618,0.6408,9,0.717,High,Streetwear Top in Brown - Perfect for Date Night
INZ_006882,50aed0d0b243,2023-01-01,Female,45-54,Apple,Fair,"5'0""-5'2""",Bohemian,Mid-range,Mango,Jacket,Linen,Blue,Striped,Business,Energetic,Summer,Snowy,455.88,0.916,0.084,0.455,0.439,0.743,0.879,116,22,7,10,4,0,-1.1692,2.5097,-1.6229,1,0.573,Medium,Bohemian Jacket in Blue - Perfect for Business
INZ_006883,fbb3aed53ba9,2023-07-24,Non-binary,18-24,Apple,Tan,"5'3""-5'5""",Edgy,Mid-range,H&M,Coat,Cotton,Orange,Polka Dot,Interview,Relaxed,Winter,Snowy,357.39,0.906,0.052,0.837,0.583,0.431,0.97,96,18,8,3,8,0,0.0094,-2.1659,-0.0534,7,0.56,Medium,Edgy Coat in Orange - Perfect for Interview
INZ_006884,68a002ca7726,2023-11-26,Non-binary,25-34,Apple,Olive,"6'0""-6'2""",Classic,Luxury,Versace,Top,Polyester,Beige,Striped,Gala,Happy,Fall,Cloudy,450.66,0.763,0.784,0.59,0.559,0.886,0.926,95,18,3,11,4,0,1.2592,0.9465,0.264,11,0.764,High,Classic Top in Beige - Perfect for Gala
INZ_006885,b5903e33ab90,2023-04-06,Female,55+,Apple,Fair,"5'0""-5'2""",Edgy,Premium,Uniqlo,Pants,Denim,Red,Geometric,Casual,Happy,Summer,Cloudy,49.1,0.782,0.074,0.888,0.101,0.667,0.936,103,20,6,12,5,0,-0.4511,-0.8543,-1.3329,4,0.597,Medium,Edgy Pants in Red - Perfect for Casual
INZ_006886,0de2d3824076,2023-12-16,Non-binary,35-44,Hourglass,Light,"5'3""-5'5""",Minimalist,Budget,Mango,Jeans,Polyester,Orange,Plaid,Wedding,Playful,Winter,Sunny,82.4,0.38,0.924,0.93,0.482,0.781,0.622,103,16,8,10,4,1,0.5196,-2.3019,1.7819,12,0.726,High,Minimalist Jeans in Orange - Perfect for Wedding
INZ_006887,97f93d5c2ce3,2023-11-17,Female,45-54,Apple,Tan,"5'3""-5'5""",Streetwear,Premium,Mango,Sweater,Velvet,Black,Plaid,Wedding,Playful,Fall,Cloudy,214.08,0.454,0.217,0.863,0.39,0.803,0.976,104,17,4,8,10,0,-1.3633,1.2567,-2.628,11,0.564,Medium,Streetwear Sweater in Black - Perfect for Wedding
INZ_006888,2c37e344f806,2023-05-02,Gender-fluid,45-54,Apple,Olive,"5'6""-5'8""",Minimalist,Budget,Adidas,Jacket,Cotton,Beige,Animal Print,Casual,Romantic,Spring,Sunny,99.88,0.975,0.487,0.985,0.516,0.827,0.945,103,20,4,13,12,0,-1.7842,0.5966,0.2836,5,0.818,Top Priority,Minimalist Jacket in Beige - Perfect for Casual
INZ_006889,311759ccb735,2023-07-08,Male,18-24,Apple,Light,"6'0""-6'2""",Streetwear,Mid-range,Zara,Jacket,Wool,Blue,Floral,Party,Confident,Fall,Windy,181.94,0.999,0.453,0.558,0.246,0.648,0.805,96,9,3,11,6,1,0.5623,1.1052,0.2518,7,0.687,High,Streetwear Jacket in Blue - Perfect for Party
INZ_006890,b0b20bd724dd,2023-01-27,Gender-fluid,55+,Athletic,Olive,"5'6""-5'8""",Streetwear,Luxury,Gucci,Shorts,Silk,Navy,Plaid,Date Night,Relaxed,Summer,Windy,444.12,0.315,0.799,0.303,0.603,0.651,0.814,97,20,5,9,7,0,-1.2708,1.5856,-0.5986,1,0.518,Medium,Streetwear Shorts in Navy - Perfect for Date Night
INZ_006891,8962b440869d,2023-12-23,Male,18-24,Pear,Light,"6'0""-6'2""",Streetwear,Luxury,Nike,Top,Velvet,Brown,Floral,Interview,Energetic,Fall,Snowy,78.88,0.834,0.352,0.332,0.646,0.622,0.702,111,14,6,11,11,0,-0.4493,1.3134,-1.9112,12,0.56,Medium,Streetwear Top in Brown - Perfect for Interview
INZ_006892,84fe3972dbd1,2023-05-18,Female,25-34,Pear,Olive,"5'6""-5'8""",Classic,Luxury,Gucci,Skirt,Cotton,Navy,Polka Dot,Brunch,Sophisticated,Spring,Rainy,325.11,0.742,0.296,0.945,0.38,0.908,0.724,100,24,5,14,6,0,1.2692,1.1279,-1.1473,5,0.713,High,Classic Skirt in Navy - Perfect for Brunch
INZ_006893,3658f30160f5,2023-01-16,Male,25-34,Pear,Fair,"5'9""-5'11""",Athleisure,Premium,Gucci,Dress,Wool,Red,Geometric,Vacation,Playful,Fall,Snowy,129.87,0.322,0.52,0.78,0.651,0.656,0.541,108,17,6,18,5,0,-2.2741,-0.0596,-1.7824,1,0.547,Medium,Athleisure Dress in Red - Perfect for Vacation
INZ_006894,65dde749bce7,2023-12-06,Gender-fluid,25-34,Rectangle,Medium,"6'0""-6'2""",Edgy,Luxury,Uniqlo,Skirt,Leather,White,Plaid,Wedding,Energetic,Winter,Sunny,256.06,0.705,0.47,0.414,0.359,0.86,0.641,118,17,3,10,6,0,-0.7943,0.0251,-0.9027,12,0.627,High,Edgy Skirt in White - Perfect for Wedding
INZ_006895,e7ccb6f6e660,2023-07-04,Male,45-54,Hourglass,Fair,"5'3""-5'5""",Streetwear,Luxury,Nike,Sweater,Polyester,Navy,Plaid,Date Night,Romantic,Summer,Cloudy,210.07,0.714,0.802,0.778,0.512,0.892,0.75,84,20,8,14,8,0,-1.6448,-1.0585,-1.1137,7,0.793,High,Streetwear Sweater in Navy - Perfect for Date Night
INZ_006896,cfdcc697d5fc,2023-07-19,Female,55+,Athletic,Tan,"5'3""-5'5""",Bohemian,Premium,Versace,Jacket,Leather,Navy,Solid,Gym,Happy,Spring,Cloudy,434.94,0.536,0.796,0.947,0.76,0.422,0.864,88,16,2,13,11,0,0.1843,0.9478,-1.0687,7,0.655,High,Bohemian Jacket in Navy - Perfect for Gym
INZ_006897,6d6b3bde0954,2023-07-15,Male,18-24,Inverted Triangle,Olive,"6'0""-6'2""",Romantic,Premium,Balmain,Dress,Polyester,Blue,Animal Print,Date Night,Artistic,Summer,Sunny,278.7,0.945,0.581,0.726,0.185,0.451,0.64,94,30,4,12,6,1,1.7697,-1.4579,0.3946,7,0.687,High,Romantic Dress in Blue - Perfect for Date Night
INZ_006898,4c47ba3d7022,2023-11-14,Non-binary,18-24,Athletic,Medium,"5'6""-5'8""",Romantic,Luxury,Prada,Pants,Silk,Navy,Solid,Party,Romantic,Winter,Windy,414.34,0.996,0.981,0.839,0.997,0.626,0.705,102,16,6,13,11,0,0.7851,1.1445,0.9163,11,0.868,Top Priority,Romantic Pants in Navy - Perfect for Party
INZ_006899,b6edc6c81784,2023-06-19,Gender-fluid,25-34,Apple,Medium,"5'9""-5'11""",Streetwear,Luxury,Gucci,Sweater,Denim,Blue,Striped,Casual,Happy,Summer,Snowy,218.74,0.948,0.838,0.929,0.234,0.491,0.646,104,14,5,12,7,0,0.1221,-0.1512,0.8057,6,0.802,Top Priority,Streetwear Sweater in Blue - Perfect for Casual
INZ_006900,d27b13ace32f,2023-12-18,Non-binary,55+,Pear,Tan,"5'9""-5'11""",Edgy,Mid-range,Gucci,Sweater,Wool,Orange,Polka Dot,Gym,Romantic,Summer,Sunny,337.62,0.304,0.259,0.716,0.736,0.665,0.604,108,20,5,15,5,0,1.3417,0.2229,-1.3821,12,0.465,Medium,Edgy Sweater in Orange - Perfect for Gym
INZ_006901,6c3f0b71d0bc,2023-08-22,Female,55+,Athletic,Tan,"5'0""-5'2""",Edgy,Luxury,H&M,Pants,Silk,Brown,Solid,Brunch,Bold,Fall,Windy,456.4,0.468,0.059,0.94,0.811,0.598,0.548,88,13,2,4,11,0,0.8585,-0.1658,1.1272,8,0.493,Medium,Edgy Pants in Brown - Perfect for Brunch
